date,app_type,classification,score_borda,relative_score
2017-01-23,Free,Education Management,4711,0.01953150912106136
2017-01-23,Free,Licensing Exam,11394,0.047238805970149254
2017-01-23,Free,Non-Education,34964,0.14495854063018243
2017-01-23,Free,Parents,2906,0.012048092868988391
2017-01-23,Free,Preschool,9825,0.040733830845771146
2017-01-23,Free,Professional & Career,1429,0.005924543946932007
2017-01-23,Free,Subject Learning,70600,0.29270315091210614
2017-01-23,Free,Teaching and Learning,14609,0.06056799336650083
2017-01-23,Free,Unknown,83167,0.3448051409618574
2017-01-23,Paid,Education Management,1185,0.004979263573220386
2017-01-23,Paid,Entertainment,11490,0.04827994806439007
2017-01-23,Paid,Hobby,9297,0.03906515902129108
2017-01-23,Paid,Licensing Exams,21859,0.09184955480761554
2017-01-23,Paid,Parents,646,0.0027144339816880755
2017-01-23,Paid,Preschool,14035,0.05897380949379588
2017-01-23,Paid,Professional,873,0.0036682675944484365
2017-01-23,Paid,Subject Learning,35936,0.15099984452932302
2017-01-23,Paid,Teaching and Learning,531,0.0022312143100253375
2017-01-23,Paid,Translating,1077,0.0045254572728762495
2017-01-23,Paid,Unknown,140522,0.5904608234903587
2017-01-23,Paid,Well-being,536,0.002252223860967196
2017-01-24,Free,Cognitive Development,7010,0.02906301824212272
2017-01-24,Free,Education Management,4492,0.018623548922056386
2017-01-24,Free,Licensing Exam,11410,0.04730514096185738
2017-01-24,Free,Non-Education,35895,0.14881840796019902
2017-01-24,Free,Parents,2443,0.010128524046434495
2017-01-24,Free,Preschool,10105,0.04189469320066335
2017-01-24,Free,Professional & Career,1346,0.005580431177446103
2017-01-24,Free,Subject Learning,70688,0.29306799336650086
2017-01-24,Free,Teaching and Learning,13389,0.05550995024875622
2017-01-24,Free,Unknown,84422,0.35000829187396354
2017-01-24,Paid,Education Management,881,0.0037081153430111916
2017-01-24,Paid,Entertainment,10900,0.04587793103158001
2017-01-24,Paid,Hobby,9363,0.039408721857677395
2017-01-24,Paid,Licensing Exams,19710,0.08295908446169192
2017-01-24,Paid,Parents,491,0.0020666113886702556
2017-01-24,Paid,Preschool,14224,0.05986859550396276
2017-01-24,Paid,Professional,630,0.0026516602339353586
2017-01-24,Paid,Subject Learning,37340,0.15716348116689885
2017-01-24,Paid,Teaching and Learning,466,0.0019613867762125034
2017-01-24,Paid,Translating,965,0.004061670040869239
2017-01-24,Paid,Unknown,142160,0.5983492362797628
2017-01-24,Paid,Well-being,457,0.0019235059157277125
2017-01-25,Free,Cognitive Development,8210,0.03403814262023217
2017-01-25,Free,Education Management,4522,0.018747927031509123
2017-01-25,Free,Licensing Exam,11187,0.046380597014925376
2017-01-25,Free,Non-Education,35177,0.14584162520729685
2017-01-25,Free,Parents,2757,0.011430348258706468
2017-01-25,Free,Preschool,9940,0.0412106135986733
2017-01-25,Free,Professional & Career,1364,0.005655058043117745
2017-01-25,Free,Subject Learning,69886,0.289742951907131
2017-01-25,Free,Teaching and Learning,15139,0.0627653399668325
2017-01-25,Free,Unknown,83018,0.34418739635157547
2017-01-25,Paid,Education Management,936,0.003935253310910237
2017-01-25,Paid,Entertainment,10564,0.044414546983392894
2017-01-25,Paid,Hobby,9705,0.04080302711793147
2017-01-25,Paid,Licensing Exams,21144,0.08889636325415178
2017-01-25,Paid,Parents,554,0.002329199075047299
2017-01-25,Paid,Preschool,13999,0.05885642211477822
2017-01-25,Paid,Professional,391,0.0016438932100063064
2017-01-25,Paid,Subject Learning,36373,0.15292411183519025
2017-01-25,Paid,Teaching and Learning,464,0.001950809333613622
2017-01-25,Paid,Translating,846,0.003556863569476561
2017-01-25,Paid,Unknown,142439,0.5988606264452386
2017-01-25,Paid,Well-being,435,0.0018288837502627706
2017-01-26,Free,Cognitive Development,7835,0.03248341625207297
2017-01-26,Free,Education Management,5180,0.021475953565505804
2017-01-26,Free,Licensing Exam,11093,0.04599087893864013
2017-01-26,Free,Non-Education,33028,0.13693200663349916
2017-01-26,Free,Parents,2826,0.01171641791044776
2017-01-26,Free,Preschool,9688,0.040165837479270314
2017-01-26,Free,Professional & Career,1531,0.00634742951907131
2017-01-26,Free,Subject Learning,71145,0.2949626865671642
2017-01-26,Free,Teaching and Learning,16082,0.06667495854063019
2017-01-26,Free,Unknown,82792,0.34325041459369815
2017-01-26,Paid,Education Management,1010,0.0042412026539010664
2017-01-26,Paid,Entertainment,10230,0.04295792391030486
2017-01-26,Paid,Hobby,9229,0.03875451415133955
2017-01-26,Paid,Licensing Exams,20916,0.08783068783068783
2017-01-26,Paid,Parents,477,0.00200302343159486
2017-01-26,Paid,Preschool,14600,0.06130847400688671
2017-01-26,Paid,Professional,508,0.002133198958595784
2017-01-26,Paid,Subject Learning,38122,0.16008230452674896
2017-01-26,Paid,Teaching and Learning,435,0.0018266565885613506
2017-01-26,Paid,Translating,790,0.003317376333249349
2017-01-26,Paid,Unknown,141313,0.593403040228437
2017-01-26,Paid,Well-being,510,0.002141597379692618
2017-01-27,Free,Cognitive Development,7016,0.029087893864013267
2017-01-27,Free,Education Management,5537,0.022956053067993365
2017-01-27,Free,Licensing Exam,11168,0.046301824212271976
2017-01-27,Free,Non-Education,31900,0.1322553897180763
2017-01-27,Free,Parents,3217,0.01333747927031509
2017-01-27,Free,Preschool,9156,0.037960199004975125
2017-01-27,Free,Professional & Career,1491,0.006181592039800995
2017-01-27,Free,Subject Learning,72010,0.2985489220563847
2017-01-27,Free,Teaching and Learning,16247,0.06735903814262023
2017-01-27,Free,Unknown,83458,0.3460116086235489
2017-01-27,Paid,Education Management,967,0.004066544992724796
2017-01-27,Paid,Entertainment,10068,0.04233916751473965
2017-01-27,Paid,Hobby,8641,0.03633817505908475
2017-01-27,Paid,Licensing Exams,21952,0.0923151971874816
2017-01-27,Paid,Parents,395,0.001661101625776933
2017-01-27,Paid,Preschool,13734,0.05775587273017822
2017-01-27,Paid,Professional,521,0.0021909720177969165
2017-01-27,Paid,Subject Learning,38162,0.16048344365290967
2017-01-27,Paid,Teaching and Learning,600,0.0025231923429523033
2017-01-27,Paid,Translating,859,0.0036123703709933807
2017-01-27,Paid,Unknown,141480,0.5949687544681531
2017-01-27,Paid,Well-being,415,0.0017452080372086765
2017-01-28,Free,Cognitive Development,8211,0.03404228855721393
2017-01-28,Free,Education Management,5274,0.021865671641791044
2017-01-28,Free,Licensing Exam,11568,0.047960199004975126
2017-01-28,Free,Non-Education,33275,0.13795605306799336
2017-01-28,Free,Parents,3112,0.012902155887230513
2017-01-28,Free,Preschool,9239,0.03830431177446103
2017-01-28,Free,Professional & Career,1677,0.00695273631840796
2017-01-28,Free,Subject Learning,71149,0.2949792703150912
2017-01-28,Free,Teaching and Learning,16406,0.06801824212271973
2017-01-28,Free,Unknown,81289,0.3370190713101161
2017-01-28,Paid,Education Management,926,0.004050619622321276
2017-01-28,Paid,Entertainment,9660,0.04225592392183966
2017-01-28,Paid,Hobby,7948,0.03476708937171653
2017-01-28,Paid,Licensing Exams,22240,0.0972848600436557
2017-01-28,Paid,Parents,583,0.0025502281207487086
2017-01-28,Paid,Preschool,13289,0.05813032846763223
2017-01-28,Paid,Professional,642,0.0028083129562961762
2017-01-28,Paid,Subject Learning,36853,0.16120678719374298
2017-01-28,Paid,Teaching and Learning,581,0.002541479482255574
2017-01-28,Paid,Translating,787,0.003442589247048428
2017-01-28,Paid,Unknown,134729,0.5893476577707595
2017-01-28,Paid,Well-being,369,0.0016141238019833164
2017-01-29,Free,Cognitive Development,7605,0.031529850746268656
2017-01-29,Free,Education Management,5405,0.022408789386401326
2017-01-29,Free,Licensing Exam,11735,0.04865257048092869
2017-01-29,Free,Non-Education,33005,0.13683665008291873
2017-01-29,Free,Parents,3326,0.0137893864013267
2017-01-29,Free,Preschool,9043,0.037491708126036485
2017-01-29,Free,Professional & Career,1605,0.006654228855721393
2017-01-29,Free,Subject Learning,71525,0.29653814262023215
2017-01-29,Free,Teaching and Learning,15691,0.06505389718076285
2017-01-29,Free,Unknown,82260,0.341044776119403
2017-01-29,Paid,Cognitive Development,107,0.0004517932391464063
2017-01-29,Paid,Education Management,1072,0.004526377124906052
2017-01-29,Paid,Entertainment,9799,0.04137497149902463
2017-01-29,Paid,Hobby,7613,0.032144877846930764
2017-01-29,Paid,Licensing Exams,22289,0.09411233184424533
2017-01-29,Paid,Parents,563,0.0023771924639198762
2017-01-29,Paid,Preschool,13180,0.05565079338270688
2017-01-29,Paid,Professional,597,0.002520752932433688
2017-01-29,Paid,Subject Learning,40647,0.17162654010826148
2017-01-29,Paid,Teaching and Learning,379,0.0016002769872568972
2017-01-29,Paid,Translating,1029,0.0043448153559032905
2017-01-29,Paid,Unknown,138858,0.5863093981438476
2017-01-29,Paid,Well-being,701,0.002959879071417111
2017-01-30,Free,Cognitive Development,7572,0.03139303482587065
2017-01-30,Free,Education Management,4627,0.0191832504145937
2017-01-30,Free,Licensing Exam,10617,0.04401741293532338
2017-01-30,Free,Non-Education,34394,0.14259535655058042
2017-01-30,Free,Parents,3052,0.012653399668325042
2017-01-30,Free,Preschool,9614,0.039859038142620234
2017-01-30,Free,Professional & Career,1432,0.00593698175787728
2017-01-30,Free,Subject Learning,70018,0.29029021558872303
2017-01-30,Free,Teaching and Learning,14611,0.06057628524046434
2017-01-30,Free,Unknown,85263,0.3534950248756219
2017-01-30,Paid,Cognitive Development,17,7.16018599636094e-05
2017-01-30,Paid,Education Management,605,0.0025481838398813935
2017-01-30,Paid,Entertainment,12125,0.051068973650515534
2017-01-30,Paid,Hobby,8901,0.037489891502122785
2017-01-30,Paid,Licensing Exams,19608,0.08258642765685019
2017-01-30,Paid,Parents,326,0.001373070961655098
2017-01-30,Paid,Preschool,15676,0.06602533863467888
2017-01-30,Paid,Professional,616,0.0025945144551519643
2017-01-30,Paid,Subject Learning,34692,0.14611833681514927
2017-01-30,Paid,Teaching and Learning,380,0.0016005121638924455
2017-01-30,Paid,Translating,936,0.003942314172114024
2017-01-30,Paid,Unknown,143000,0.6022979985174203
2017-01-30,Paid,Well-being,542,0.002282835770604488
2017-01-31,Free,Cognitive Development,7617,0.03157960199004975
2017-01-31,Free,Education Management,4583,0.019000829187396352
2017-01-31,Free,Licensing Exam,10695,0.0443407960199005
2017-01-31,Free,Non-Education,34690,0.14382255389718077
2017-01-31,Free,Parents,3022,0.012529021558872306
2017-01-31,Free,Preschool,10030,0.04158374792703151
2017-01-31,Free,Professional & Career,1337,0.005543117744610282
2017-01-31,Free,Subject Learning,70217,0.2911152570480929
2017-01-31,Free,Teaching and Learning,14288,0.05923714759535655
2017-01-31,Free,Unknown,84721,0.35124792703150914
2017-01-31,Paid,Cognitive Development,96,0.00040322241916650566
2017-01-31,Paid,Education Management,1011,0.0042464361018472625
2017-01-31,Paid,Entertainment,11641,0.04889491855747179
2017-01-31,Paid,Hobby,8488,0.03565158222797188
2017-01-31,Paid,Licensing Exams,22475,0.09440024865382515
2017-01-31,Paid,Parents,502,0.0021085172335581857
2017-01-31,Paid,Preschool,14739,0.06190724204265757
2017-01-31,Paid,Professional,399,0.0016758931796607892
2017-01-31,Paid,Subject Learning,38307,0.1608983459480347
2017-01-31,Paid,Teaching and Learning,489,0.002053914197629388
2017-01-31,Paid,Translating,841,0.003532396401239909
2017-01-31,Paid,Unknown,138670,0.5824463840189514
2017-01-31,Paid,Well-being,424,0.0017808990179854
2017-02-01,Free,Cognitive Development,7261,0.030103648424543945
2017-02-01,Free,Education Management,6061,0.025128524046434494
2017-02-01,Free,Licensing Exam,10832,0.044908789386401325
2017-02-01,Free,Non-Education,32331,0.13404228855721392
2017-02-01,Free,Parents,2993,0.012408789386401328
2017-02-01,Free,Preschool,9234,0.03828358208955224
2017-02-01,Free,Professional & Career,1464,0.006069651741293532
2017-02-01,Free,Subject Learning,74118,0.30728855721393034
2017-02-01,Free,Teaching and Learning,14103,0.05847014925373134
2017-02-01,Free,Unknown,82803,0.3432960199004975
2017-02-01,Paid,Education Management,971,0.004079591956775652
2017-02-01,Paid,Entertainment,12562,0.05277840799280715
2017-02-01,Paid,Hobby,8692,0.03651886023511222
2017-02-01,Paid,Licensing Exams,20324,0.08538993504583764
2017-02-01,Paid,Parents,648,0.002722528926869848
2017-02-01,Paid,Preschool,14917,0.06267278395388506
2017-02-01,Paid,Professional,311,0.0013066458275563621
2017-02-01,Paid,Subject Learning,38368,0.16120060164528138
2017-02-01,Paid,Teaching and Learning,408,0.0017141848798810154
2017-02-01,Paid,Translating,657,0.002760341828631929
2017-02-01,Paid,Unknown,139608,0.5865537321334039
2017-02-01,Paid,Well-being,548,0.0023023855739578345
2017-02-02,Free,Cognitive Development,8201,0.03400082918739635
2017-02-02,Free,Education Management,5407,0.022417081260364843
2017-02-02,Free,Licensing Exam,11222,0.046525704809286896
2017-02-02,Free,Non-Education,33439,0.13863598673300165
2017-02-02,Free,Parents,3167,0.013130182421227198
2017-02-02,Free,Preschool,9333,0.03869402985074627
2017-02-02,Free,Professional & Career,1543,0.006397180762852404
2017-02-02,Free,Subject Learning,71797,0.29766583747927033
2017-02-02,Free,Teaching and Learning,14993,0.062160033167495854
2017-02-02,Free,Unknown,82098,0.3403731343283582
2017-02-02,Paid,Education Management,1081,0.004716034517359021
2017-02-02,Paid,Entertainment,11034,0.04813758081826035
2017-02-02,Paid,Hobby,7184,0.03134134317549232
2017-02-02,Paid,Licensing Exams,20946,0.09138025809491401
2017-02-02,Paid,Parents,644,0.0028095524784266506
2017-02-02,Paid,Preschool,13051,0.056937064279419594
2017-02-02,Paid,Professional,427,0.0018628554476524531
2017-02-02,Paid,Subject Learning,39779,0.17354221745238158
2017-02-02,Paid,Teaching and Learning,401,0.001749426310324669
2017-02-02,Paid,Translating,656,0.0028619043879625507
2017-02-02,Paid,Unknown,133450,0.5821968606304915
2017-02-02,Paid,Well-being,565,0.0024649024073153066
2017-02-03,Free,Cognitive Development,7606,0.031533996683250416
2017-02-03,Free,Education Management,5582,0.02314262023217247
2017-02-03,Free,Licensing Exam,11838,0.04907960199004975
2017-02-03,Free,Non-Education,32365,0.1341832504145937
2017-02-03,Free,Parents,3199,0.01326285240464345
2017-02-03,Free,Preschool,7478,0.031003316749585407
2017-02-03,Free,Professional & Career,1522,0.006310116086235489
2017-02-03,Free,Subject Learning,74142,0.3073880597014925
2017-02-03,Free,Teaching and Learning,15716,0.0651575456053068
2017-02-03,Free,Unknown,81752,0.33893864013267
2017-02-03,Paid,Education Management,1011,0.004411764705882353
2017-02-03,Paid,Entertainment,10997,0.047988305114330596
2017-02-03,Paid,Hobby,7741,0.03377989177866993
2017-02-03,Paid,Licensing Exams,22633,0.0987650549834177
2017-02-03,Paid,Parents,627,0.002736079595042765
2017-02-03,Paid,Preschool,13129,0.057291848490137895
2017-02-03,Paid,Professional,464,0.0020247861755978355
2017-02-03,Paid,Subject Learning,37199,0.1623276313492756
2017-02-03,Paid,Teaching and Learning,438,0.0019113283295514052
2017-02-03,Paid,Translating,630,0.002749170884971199
2017-02-03,Paid,Unknown,133760,0.5836969802757899
2017-02-03,Paid,Well-being,531,0.002317158317332868
2017-02-04,Free,Cognitive Development,7320,0.03034825870646766
2017-02-04,Free,Education Management,5529,0.022922885572139305
2017-02-04,Free,Licensing Exam,11763,0.04876865671641791
2017-02-04,Free,Non-Education,32028,0.1327860696517413
2017-02-04,Free,Parents,3349,0.013884742951907132
2017-02-04,Free,Preschool,8426,0.03493366500829188
2017-02-04,Free,Professional & Career,1511,0.006264510779436153
2017-02-04,Free,Subject Learning,73267,0.3037603648424544
2017-02-04,Free,Teaching and Learning,15107,0.06263266998341625
2017-02-04,Free,Unknown,82900,0.34369817578772804
2017-02-04,Paid,Education Management,1168,0.004917459929858834
2017-02-04,Paid,Entertainment,12200,0.051363879404347404
2017-02-04,Paid,Hobby,8234,0.03466640844388496
2017-02-04,Paid,Licensing Exams,23230,0.0978018785707369
2017-02-04,Paid,Parents,535,0.0022524324165021196
2017-02-04,Paid,Preschool,13344,0.05618029563701736
2017-02-04,Paid,Professional,329,0.0013851406822975652
2017-02-04,Paid,Subject Learning,38483,0.16201935828831976
2017-02-04,Paid,Teaching and Learning,624,0.0026271361269108837
2017-02-04,Paid,Translating,599,0.0025218822756724667
2017-02-04,Paid,Unknown,138145,0.5816117311732436
2017-02-04,Paid,Well-being,630,0.0026523970512081036
2017-02-05,Free,Cognitive Development,7243,0.030029021558872306
2017-02-05,Free,Education Management,5396,0.022371475953565506
2017-02-05,Free,Licensing Exam,11557,0.047914593698175786
2017-02-05,Free,Non-Education,31531,0.13072553897180764
2017-02-05,Free,Parents,3334,0.013822553897180763
2017-02-05,Free,Preschool,9898,0.04103648424543947
2017-02-05,Free,Professional & Career,1436,0.005953565505804312
2017-02-05,Free,Subject Learning,72322,0.2998424543946932
2017-02-05,Free,Teaching and Learning,15192,0.06298507462686567
2017-02-05,Free,Unknown,83291,0.3453192371475954
2017-02-05,Paid,Education Management,1213,0.0051100148708594344
2017-02-05,Paid,Entertainment,10381,0.04373212232019109
2017-02-05,Paid,Hobby,6807,0.028675903731195523
2017-02-05,Paid,Licensing Exams,28077,0.11828020406357818
2017-02-05,Paid,Parents,279,0.001175345547378221
2017-02-05,Paid,Preschool,11261,0.04743930540869587
2017-02-05,Paid,Professional,195,0.0008214780707482191
2017-02-05,Paid,Subject Learning,40905,0.17232082299464566
2017-02-05,Paid,Teaching and Learning,735,0.003096340420512518
2017-02-05,Paid,Translating,827,0.0034839095615834727
2017-02-05,Paid,Unknown,136152,0.5735686271205719
2017-02-05,Paid,Well-being,545,0.0022959258900398945
2017-02-06,Free,Cognitive Development,8087,0.03352819237147595
2017-02-06,Free,Education Management,5024,0.020829187396351576
2017-02-06,Free,Licensing Exam,11481,0.04759950248756219
